Flex1,Flex2,Flex3,Flex4,Flex5,Ax,Ay,Az,Label
2985,4055,4095,2478,2172,2.51,-8.52,6.2,X
1899,3954,3102,2032,1887,2.32,-8.11,6.87,X
1759,3911,2879,1900,1754,2.79,-7.16,7.3,X
1938,4081,2879,2015,1800,3.0,-7.55,7.31,X
2007,3921,2932,1992,1896,2.55,-7.61,7.65,X
1870,3982,2828,2041,1796,3.11,-7.67,7.25,X
2104,4095,2800,2153,2087,2.33,-7.47,7.25,X
2245,4095,2902,2130,2038,2.37,-7.34,6.95,X
2050,4095,2936,2031,1905,2.67,-7.4,7.18,X
2393,4095,3053,2235,2138,3.36,-7.5,7.18,X
2170,3969,2915,2165,1985,2.65,-6.98,7.75,X
2171,4095,2809,2240,2051,1.88,-7.53,8.2,X
2225,4084,2818,2120,1996,3.09,-7.43,6.91,X
2260,4095,2989,2066,1983,3.35,-7.62,6.45,X
2506,3929,3390,2292,2187,3.11,-7.92,6.54,X
2495,3934,3209,2360,2183,2.94,-7.94,6.82,X
2662,4095,3501,2323,2143,2.92,-7.88,6.56,X
2559,4095,3243,2317,2185,3.15,-8.08,6.41,X
2613,4024,3357,2316,2230,2.62,-7.83,6.8,X
4095,4095,4035,4056,4095,2.0,-7.0,7.09,X
4084,4095,3660,3335,3718,1.84,-9.18,5.64,X
2220,4095,2309,2016,1706,2.3,-8.73,5.13,X
2138,4095,2373,1964,1766,1.87,-8.38,5.52,X
2356,4095,2364,2134,2023,2.01,-8.18,5.39,X
2685,4095,2541,2160,2065,2.19,-8.66,5.17,X
2779,4037,2598,2204,2199,2.09,-8.45,5.4,X
2686,3988,2406,2293,1955,2.37,-8.41,5.18,X
3006,3994,2746,2400,2275,2.06,-8.93,5.25,X
3128,4095,2630,2341,2136,1.96,-8.36,5.41,X
3035,3975,2516,2376,2174,2.06,-8.87,5.46,X
4095,4095,3664,3863,3064,1.95,-7.96,6.11,X
4033,2024,1852,3003,4095,2.02,-8.38,0.75,Y
4095,2007,2097,3335,3995,1.55,-10.19,1.12,Y
3961,2015,2024,3327,3932,2.3,-9.56,1.36,Y
4072,1883,2250,3426,4095,2.25,-9.29,2.75,Y
3905,1972,2268,3229,3981,2.14,-9.64,2.76,Y
4063,1924,2281,3155,3975,2.13,-9.32,2.65,Y
4095,2119,2448,3369,4087,2.03,-9.28,2.67,Y
3932,1922,2190,3133,3973,2.28,-9.24,2.5,Y
3938,2029,2471,3777,4095,2.35,-9.53,2.63,Y
4095,2014,2665,3448,4095,2.3,-9.37,3.07,Y
4095,1840,2546,3000,4095,2.37,-9.58,3.01,Y
3898,2160,2774,3639,4095,2.19,-9.85,3.21,Y
4095,2053,2839,3279,4095,2.28,-8.76,3.25,Y
4095,2095,2745,3601,4095,2.48,-9.26,3.3,Y
4095,2150,2943,3461,4018,2.29,-9.36,2.8,Y
4095,2206,2905,3367,3959,2.17,-9.14,2.74,Y
3893,2134,3008,3646,4095,2.31,-9.79,2.79,Y
4088,2248,2792,3412,4095,1.96,-8.96,2.79,Y
4095,2110,2947,3686,4095,2.3,-9.4,2.47,Y
4065,2113,3052,3666,3975,2.06,-9.8,2.77,Y
4095,2118,2985,3606,4095,1.95,-9.74,2.71,Y
4095,2259,2851,3651,4095,2.19,-8.87,2.64,Y
3892,3985,2211,2700,2379,0.79,-8.93,4.5,Z
4095,4095,2226,2584,2081,1.2,-9.8,3.92,Z
4095,4095,2078,2651,2183,0.84,-8.99,3.71,Z
4052,4095,2210,2677,2113,1.66,-10.03,3.42,Z
4095,4095,2318,2707,2090,1.56,-9.21,3.65,Z
4095,3890,2475,2849,2442,1.64,-9.84,3.38,Z
4018,4074,2466,2837,2592,1.43,-9.03,3.63,Z
4095,4005,2595,3015,2579,1.41,-9.67,3.28,Z
4095,4095,2689,2959,2414,1.36,-9.53,3.63,Z
3901,4045,2755,2882,2506,1.11,-9.62,3.88,Z
4063,3912,2766,3071,2721,1.64,-9.71,3.3,Z
4095,4095,2746,3123,2590,1.56,-9.43,3.52,Z
4095,4095,2707,2959,2641,1.97,-9.57,3.03,Z
4010,3994,2892,3248,2782,1.73,-9.56,3.01,Z
4095,3965,2582,3078,2570,1.4,-9.51,3.21,Z
4044,3974,2873,3198,2748,1.33,-9.44,3.48,Z
4095,4095,2691,3225,2624,1.4,-9.58,3.31,Z
4095,4095,2729,3394,2627,1.7,-9.45,3.04,Z
4095,4095,2702,3435,2721,1.55,-9.79,3.11,Z
4095,4095,2793,3258,2735,1.48,-9.44,3.29,Z
4095,4095,2931,3355,2851,1.27,-9.17,3.57,Z
4095,3921,2629,2867,2608,1.61,-9.36,3.44,Z
4028,4095,2957,3361,2899,1.66,-9.13,3.03,Z
3900,4095,2869,3343,2904,1.75,-9.16,3.32,Z
4095,3948,3038,3414,2938,1.99,-9.02,3.11,Z
4095,4095,3033,3391,2726,1.55,-9.41,3.45,Z
4088,4095,3051,3297,2918,1.59,-9.75,3.17,Z
4095,4023,2941,3413,2743,1.67,-9.55,3.34,Z
4089,4095,2611,3089,2695,1.49,-9.03,3.48,Z
4095,4049,3029,3371,2904,1.39,-9.81,3.34,Z
4095,3956,2949,3336,2990,1.64,-9.33,3.23,Z
4095,3948,3402,3504,2846,1.37,-9.17,3.54,Z
3272,3913,4095,2608,3421,-0.94,-9.12,5.58,K
2086,4095,3918,2009,2538,0.68,-7.94,5.07,K
2486,3974,4095,2143,2555,-0.18,-9.17,5.89,K
2867,3992,4095,2365,2786,0.14,-8.52,5.71,K
3171,3903,3979,2334,2779,0.49,-8.55,5.63,K
3362,4095,3954,2325,2799,0.4,-8.72,6.28,K
3407,4095,4090,2412,2685,0.12,-8.94,6.17,U
4095,3948,3906,1604,1765,5.84,-6.6,7.71,U
3989,3965,4095,1898,2082,5.68,-5.95,6.91,U
3968,4051,3968,2170,2178,6.06,-6.22,6.72,U
4069,4043,4095,2224,2296,5.79,-5.96,5.9,U
3967,4095,4095,2161,2443,6.1,-6.31,6.13,U
4045,4095,3944,2251,2539,5.99,-5.89,6.14,U
4095,3893,3915,2370,2394,6.08,-6.49,6.2,U
4095,4016,3962,2349,2545,6.14,-6.04,6.0,U
3965,4095,3961,2450,2612,6.61,-6.05,5.95,U
3913,4016,3953,2475,2588,6.56,-6.22,5.57,U
3929,3937,3929,2535,2559,6.47,-6.23,5.46,U
4095,4020,4095,2510,2553,6.87,-6.54,5.11,U
4012,4095,4095,2603,2552,6.36,-6.35,5.22,U
4095,4095,4062,2536,2717,6.4,-6.75,5.51,U
4095,3942,3953,2613,2795,5.6,-6.38,5.62,U
4095,3971,4071,2522,2807,6.55,-6.45,5.56,U
4095,2296,4095,1901,1359,10.08,1.48,5.79,R
4095,2449,4095,2086,1790,8.94,1.32,5.03,R
4095,2512,3957,2094,1935,8.65,1.26,4.9,R
4086,2600,3974,2156,1977,9.31,1.72,4.52,R
3934,2479,4095,2305,2081,9.17,1.71,4.11,R
3910,2508,4006,2057,2214,9.49,1.63,4.43,R
3992,3972,4095,3194,3250,8.76,1.86,4.56,R
4095,2256,2788,2803,3362,0.81,-8.97,-0.9,A
4013,1931,2456,1892,1368,-0.35,-6.58,-0.35,A
3967,1942,2778,2095,1593,-0.67,-9.75,-0.97,A
3939,2008,2706,2194,1649,0.06,-9.01,-1.39,A
3977,2009,2917,2220,1819,-0.66,-9.56,-1.02,A
3920,1922,2926,2182,1873,-0.31,-9.67,-0.83,A
4095,2159,2957,2061,1906,-0.24,-9.31,-1.02,A
3950,2068,3060,2103,1996,-0.23,-9.47,-0.83,A
4031,2108,2663,2027,1779,-0.58,-9.68,-0.59,A
4095,2143,2906,2360,2029,-0.88,-9.74,-0.75,A
3938,2185,3018,2210,2130,-0.52,-9.59,-0.47,A
4095,2291,3033,2159,2018,0.28,-9.37,-0.88,A
4095,2247,3099,2224,2180,-0.24,-9.58,-1.13,A
4061,2230,3123,2232,2203,-0.33,-9.49,-0.88,A
4095,2327,2971,2232,2008,-0.11,-9.15,-1.18,A
3954,2340,2889,2379,2048,0.2,-9.33,-0.96,A
4035,2343,3053,2225,2051,-0.31,-9.21,-0.91,A
4095,2262,3131,2347,2130,-0.4,-9.38,-1.09,A
4095,2236,2865,2341,2026,-0.05,-9.83,-1.03,A
4012,2054,2903,2109,1978,-0.35,-9.25,-1.02,A
4095,2303,3091,2246,2183,-0.02,-9.93,-1.27,A
3917,2188,2901,2237,2093,-0.11,-9.42,-1.08,A
4006,2177,3001,2391,2159,-0.36,-9.76,-0.98,A
3899,2111,3084,2318,2161,-0.19,-9.71,-0.82,A
3984,2294,3338,2436,2129,-0.78,-9.02,-1.39,A
3980,2315,3244,2393,2170,-0.65,-9.33,-1.25,A
4033,2206,3144,2470,2172,-0.76,-9.27,-0.89,A
4095,2289,3432,2427,2203,-0.98,-9.16,-0.75,A
4095,2895,3937,2958,3277,-1.06,-10.08,-0.4,A
4095,4095,4005,4095,4036,-0.87,-9.83,3.58,B
2302,4095,4000,4095,4084,-2.43,-7.89,4.7,B
3839,4095,4095,4060,4095,1.03,-9.94,2.33,B
2720,4095,4095,4091,4095,1.64,-9.68,2.63,B
2951,4095,4074,4013,3996,1.44,-9.3,2.49,B
3865,4046,4044,3937,4095,0.77,-9.55,2.61,B
3002,4095,4095,3917,4095,1.28,-9.96,2.98,B
2852,3956,4047,4095,4095,1.68,-10.05,2.65,B
2886,3976,4095,3906,4095,1.6,-9.96,3.4,B
4095,4095,3926,4014,3988,1.61,-9.87,3.55,B
3575,3931,4095,4095,4095,1.64,-9.27,3.7,B
2837,4007,4092,4095,4095,1.71,-8.94,3.7,B
2702,4095,3891,3930,4036,1.19,-8.98,3.79,B
2840,4034,4094,4095,4095,1.91,-9.92,3.45,B
2921,4095,4013,4072,4095,1.63,-9.29,3.71,B
3061,4062,4095,3994,4095,1.64,-9.24,3.7,B
3126,3984,3964,3913,3936,1.69,-8.87,3.96,B
3293,4070,4095,4076,4095,1.68,-8.66,3.92,B
3224,3994,4095,3952,4072,1.6,-8.9,3.92,B
3144,4095,4089,4010,4095,1.59,-9.41,3.78,B
3043,4095,4095,4048,4095,1.63,-8.84,3.99,B
3246,3947,4095,3962,3915,1.67,-9.22,3.85,B
3134,4095,4033,4095,4095,1.75,-8.78,3.89,B
3146,4095,3909,4095,4095,1.73,-9.52,3.85,B
3083,4095,4032,4004,3963,1.7,-9.02,3.91,B
3189,4095,4095,4095,4016,1.6,-9.16,3.87,B
3263,4019,4095,3933,4095,1.67,-9.36,4.03,B
3025,4095,3999,3943,3905,1.7,-8.77,3.66,B
4095,4095,4063,3668,2796,0.11,-9.55,3.88,D
4095,3989,3855,2918,2596,-0.99,-9.96,4.27,D
4095,4095,3042,2387,2116,-0.47,-9.03,4.35,D
3986,4095,3191,2586,2218,-0.38,-9.71,4.44,D
4016,3930,3138,2466,2264,-0.32,-9.63,4.17,D
3941,4095,2871,2531,2307,-0.11,-9.39,3.93,D
3961,3892,3029,2642,2444,-0.84,-9.67,3.46,D
3899,4095,3097,2688,2386,-0.3,-9.2,3.3,D
4095,4081,3236,2753,2367,-0.94,-9.11,3.54,D
4095,3985,3144,2539,2415,-0.57,-10.0,3.25,D
4095,4095,3272,2661,2280,-0.66,-9.65,2.97,D
4095,3979,3028,2709,2331,-0.57,-9.97,3.3,D
4095,3941,3051,2638,2469,-0.85,-9.98,3.43,D
3896,4095,3145,2913,2442,-0.35,-9.56,3.45,D
4095,4005,3117,2809,2429,-0.81,-9.4,3.34,D
4095,4064,2862,2494,2298,-0.77,-9.73,3.3,D
4026,4037,3284,2857,2503,-1.14,-9.31,3.33,D
4095,3901,3215,2732,2624,-0.43,-9.35,3.02,D
4012,4070,3389,2795,2546,-0.91,-9.71,3.21,D
3966,3937,3455,2865,2637,-0.6,-9.7,3.1,D
3979,4057,3372,3013,2489,-0.71,-9.45,3.18,D
4095,4095,3365,2889,2551,-0.48,-9.69,3.03,D
1340,3321,2979,2289,1974,0.13,-9.54,3.44,E
1203,2514,2505,1988,1786,0.36,-9.44,3.83,E
1321,2568,2639,2199,1737,0.29,-9.04,4.12,E
1536,2449,2823,2352,1871,0.09,-9.21,3.94,E
1456,2393,2876,2266,1881,0.36,-9.13,3.69,E
1383,2583,2843,2175,1845,-0.5,-9.5,3.77,E
1582,2582,2958,2397,1821,-0.18,-9.5,3.81,E
1661,2515,2926,2330,2003,-0.1,-9.35,3.96,E
1606,2534,2966,2255,1898,0.16,-9.6,3.56,E
1623,2499,3114,2274,1883,-0.23,-9.32,3.56,E
1659,2414,3290,2377,1981,-0.19,-9.14,3.8,E
1700,2467,3344,2287,2045,0.1,-9.41,3.5,E
1700,2562,3250,2465,2100,-0.33,-9.18,3.54,E
1729,2467,3226,2420,1974,-0.31,-9.77,3.6,E
1834,2538,3119,2299,1967,-0.09,-9.84,3.75,E
1865,2519,3229,2327,1978,0.17,-9.2,3.87,E
1705,2454,3198,2443,1913,-0.26,-9.86,3.8,E
1866,2395,3263,2506,2024,0.06,-9.72,3.49,E
1944,2500,3379,2534,1973,-0.27,-9.57,3.79,E
1902,2456,3419,2453,2041,0.09,-9.21,3.57,E
1989,2398,3589,2543,2161,0.11,-9.94,3.48,E
1921,2409,3438,2526,2012,0.06,-9.32,3.73,E
1961,2423,3449,2467,2026,-0.22,-9.55,3.81,E
2074,2429,3466,2554,2093,-0.04,-9.82,3.45,E
2140,2514,3427,2427,1998,-0.02,-9.04,3.59,E
3905,3044,4025,4095,4095,-1.06,-9.26,5.34,F
3988,3421,4079,4092,3943,-0.26,-9.32,4.89,F
3969,3352,4095,4020,4095,-0.59,-9.3,5.14,F
4095,3066,4095,4095,4009,0.07,-8.85,4.82,F
4095,3298,4095,4095,4095,-0.71,-9.46,5.4,F
4095,3901,4004,3951,4059,-0.46,-8.69,5.53,F
3898,3375,4095,4060,4049,-0.08,-9.14,5.04,F
4095,3787,4095,3985,3991,-0.13,-9.09,5.24,F
4060,3842,4095,4095,3922,-0.16,-9.2,5.05,F
4095,4095,4081,4078,3937,-0.13,-8.87,5.07,F
4095,3305,4047,4095,3905,1.66,-8.75,6.18,F
4095,3650,4095,4095,4047,1.57,-8.36,5.74,F
4084,3700,4095,3952,4095,1.63,-8.91,5.72,F
4095,3784,4095,4095,4095,1.37,-8.38,5.72,F
3917,3780,4095,3968,4000,1.81,-8.44,5.79,F
4095,3920,3894,3939,4020,1.57,-8.06,5.95,F
4063,4095,2283,2026,2036,-1.05,-8.76,6.87,G
4095,4011,1933,1971,1701,-1.77,-7.52,6.86,G
4095,4095,2013,1966,1775,-1.9,-7.52,7.24,G
3972,4095,2015,2072,1971,-1.35,-7.46,7.21,G
3926,4062,2151,2165,1927,-1.39,-7.43,7.7,G
4095,4013,1878,1960,1781,-1.1,-7.97,7.33,G
4095,3947,2311,2190,2170,-1.2,-7.61,7.65,G
4056,4067,2257,2320,2019,-1.12,-8.14,7.02,G
3965,4095,2251,2275,2075,-0.76,-8.47,6.52,G
3904,4095,2406,2389,2118,-0.67,-8.35,6.17,G
3955,4095,2363,2307,2165,-0.38,-8.29,6.38,G
3938,4095,2420,2313,2196,-0.83,-8.02,6.67,G
3941,4095,2258,2177,1896,-0.81,-8.34,6.41,G
4095,4095,2505,2337,2097,-0.83,-8.22,6.88,G
4095,4095,2503,2348,2180,-0.89,-8.54,6.44,G
3916,4095,2642,2325,2197,-0.83,-8.38,6.35,G
3891,4095,2671,2415,2262,-0.9,-7.98,6.76,G
4095,4095,2554,2360,2339,-0.8,-8.24,6.42,G
4095,4026,2659,2396,2411,-0.61,-8.39,6.83,G
4086,4095,2636,2641,2456,-0.48,-8.49,6.61,G
4092,4095,2730,2655,2262,-0.94,-8.39,6.39,G
4095,4095,2743,2540,2306,-0.92,-8.58,6.85,G
3947,4095,2678,2707,2453,-0.83,-7.86,6.31,G
3959,3921,2611,2647,2480,-0.85,-8.08,6.63,G
3954,3991,2356,2538,2229,-0.66,-8.13,6.55,G
4095,4095,2486,2633,2548,-0.76,-7.91,6.68,G
3910,4095,2492,2415,2319,-0.8,-7.88,7.03,G
3960,3977,2336,2405,2359,-0.66,-8.56,6.31,G
4091,4095,2675,2794,2415,-0.85,-8.0,6.68,G
4095,4027,2846,2731,2470,-0.55,-7.78,6.85,G
4095,4095,2834,2889,2455,-0.8,-7.8,6.2,G
3953,4095,4095,2989,2454,2.37,-4.29,9.68,H
4095,4036,4039,2805,2534,5.58,-3.04,9.42,H
4095,3909,4095,2619,2222,5.28,-2.93,9.24,H
4034,4040,4095,2942,2683,5.8,-2.79,8.86,H
3929,4095,4070,2764,2594,5.12,-2.93,9.17,H
4064,4095,3971,3088,2854,5.12,-2.94,9.41,H
4095,4095,4095,2659,2679,5.32,-2.97,9.2,H
4095,4095,3984,3130,2885,5.13,-2.88,9.86,H
4074,4095,4095,3098,3088,5.54,-3.2,8.79,H
3970,4095,4095,3105,2957,5.32,-2.85,9.34,H
4074,4095,4019,3177,3095,5.62,-2.92,9.41,H
3929,4095,4095,3242,2952,5.36,-2.79,9.53,H
4078,4095,4095,3361,2956,4.91,-3.12,9.77,H
4095,4003,4002,3347,3146,4.94,-3.05,9.04,H
4029,4095,4083,3156,3134,5.28,-2.94,9.08,H
4095,3943,3922,3268,3192,5.04,-3.11,8.91,H
3999,3899,3971,3329,2989,5.47,-2.93,9.58,H
3945,4095,4095,3318,3119,4.63,-3.09,9.62,H
4095,4095,3907,3585,3246,5.05,-3.06,9.51,H
4095,4095,4095,3373,3091,5.27,-3.24,8.97,H
4095,4095,3993,3038,2820,5.21,-3.55,8.89,H
4095,4095,4095,3686,3127,4.71,-4.39,8.89,H
3970,3950,3992,3504,3392,5.5,-4.72,8.66,H
4095,3938,4095,3543,3295,5.15,-4.57,8.48,H
4095,4022,4095,3577,3341,5.11,-5.04,8.17,H
3898,4095,3948,3593,3216,5.44,-4.92,7.77,H
4095,3975,4044,3519,3498,5.37,-4.83,8.3,H
4095,4095,4081,3762,3425,5.57,-4.86,8.05,H
4063,2077,2682,3906,4010,-1.06,-10.57,3.77,I
4095,2042,2688,4095,4095,-1.47,-9.21,3.73,I
4095,1839,2728,4009,4054,-1.8,-9.54,3.78,I
4057,1979,2188,4036,4032,-1.18,-9.62,3.29,I
4062,2198,2706,3723,4095,0.09,-9.13,3.31,I
4095,2275,2836,3529,4095,-0.59,-9.27,3.33,I
4055,2275,2797,3617,3917,-1.07,-9.66,3.79,I
4023,2259,2990,3654,3926,0.36,-8.71,3.06,I
4095,2370,3014,3938,4095,-0.87,-9.78,3.63,I
4095,2303,2916,3840,3927,-0.66,-9.56,3.51,I
4095,2349,2816,3878,4050,-0.79,-9.85,3.57,I
3937,2255,3086,3982,4019,-0.75,-9.54,3.62,I
3981,2227,2931,4095,4095,-0.69,-9.13,2.99,I
4095,2184,2795,3570,4095,-0.86,-9.72,3.44,I
4077,2457,3134,3996,3945,-0.26,-9.71,3.43,I
3899,2266,3017,3945,4095,-0.3,-9.57,3.16,I
4095,2357,3058,3973,3934,-0.27,-9.92,3.35,I
4059,2312,3303,4095,4095,-0.45,-9.09,3.53,I
4095,2307,3132,4095,3925,-0.72,-9.91,3.76,I
4095,2381,3178,4095,3925,-0.54,-9.94,3.11,I
4012,2416,3125,3962,3912,-0.32,-9.63,3.58,I
3905,2316,3115,3899,4095,-0.39,-9.73,3.33,I
4095,2376,3376,4095,4095,-0.93,-8.92,3.71,I
4095,1828,2679,2593,4089,3.63,-9.45,0.79,J
4024,2037,3014,3111,4095,3.29,-8.51,1.05,J
4095,2056,2912,2824,4089,2.42,-8.99,1.52,J
4095,2012,2894,3266,4095,2.69,-9.14,1.21,J
3921,1944,2973,3289,3958,3.28,-9.43,1.39,J
4015,2076,3051,3332,3995,2.88,-9.87,1.28,J
4095,2081,2965,3529,4095,2.95,-9.1,1.44,J
4095,1972,2859,3148,4037,2.72,-9.4,1.48,J
3922,2234,2934,3399,3948,3.02,-9.64,1.32,J
4034,2267,3289,3528,4095,3.02,-9.11,1.19,J
4095,2140,3214,3642,4047,2.79,-9.42,1.47,J
4095,2085,3063,3406,4095,2.69,-9.48,1.7,J
4049,2197,3022,3761,4095,3.46,-9.82,1.22,J
4095,2161,3226,3510,3982,3.03,-9.35,1.25,J
4095,2115,3302,3674,4095,2.8,-9.32,1.29,J
3932,2300,3180,3679,3942,3.06,-9.5,1.18,J
4095,2277,3304,3843,3892,3.11,-9.32,1.48,J
3942,2227,3202,3593,4095,2.76,-9.44,1.35,J
4095,2144,3315,3576,4095,3.18,-9.56,1.26,J
3965,2183,3432,3937,4095,3.02,-9.16,1.16,J
3909,2274,3142,3611,4095,2.87,-9.43,1.42,J
4095,2130,2932,3403,4029,2.99,-9.59,1.26,J
4095,2233,3242,3573,4095,2.85,-9.42,1.63,J
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,4095,2673,2842,2512,3.45,-8.78,3.06,L
4095,4095,2560,2861,2408,5.46,-8.82,3.51,L
4095,4095,2579,2879,2387,4.28,-8.71,3.1,L
4095,4033,2561,2561,2611,3.21,-9.15,3.55,L
4095,4034,2549,2705,2678,2.96,-9.0,3.67,L
3956,3923,2648,2702,2643,3.46,-8.61,3.55,L
4095,4046,2721,2734,2694,3.46,-9.04,3.31,L
4095,4095,2577,2424,2353,3.29,-8.97,3.02,L
4095,4095,2935,2675,2672,3.11,-9.04,3.75,L
4095,4095,3054,2790,2861,3.44,-9.12,3.42,L
4091,3929,2919,2920,2737,3.13,-9.18,3.13,L
3908,4095,2992,2834,2701,3.2,-8.86,2.77,L
4095,4095,3131,3003,2967,3.31,-9.74,3.26,L
4095,3967,2962,3040,2919,3.62,-8.87,3.46,L
4095,4095,2946,2961,2955,3.15,-8.7,2.94,L
4095,3990,2926,3087,2891,3.1,-9.13,3.17,L
4095,4049,3075,3186,3047,3.27,-8.79,2.98,L
4095,4080,3175,3164,3004,3.01,-9.1,3.06,L
4095,4054,3076,3058,3070,3.0,-8.96,3.27,L
4095,3894,2968,3121,2991,3.08,-8.65,3.07,L
4095,4095,3058,3068,3237,3.38,-9.37,3.07,L
3972,4093,2759,2746,2979,3.33,-9.24,3.0,L
3925,4095,3153,3056,3258,3.07,-8.92,2.97,L
4004,3944,3199,3178,3272,3.24,-9.2,3.19,L
4033,3944,3106,3221,3166,3.23,-9.22,3.2,L
4095,4014,2955,3331,3079,3.33,-9.7,2.87,L
3892,4095,3065,3174,3174,3.14,-9.33,2.87,L
4095,3891,3054,3306,3323,3.15,-8.64,2.83,L
4070,4033,2861,2983,2998,3.1,-9.53,2.96,L
3899,4095,2888,2972,2980,2.94,-8.98,3.14,L
4095,4025,4095,4095,2361,0.58,9.09,6.04,M
3935,4022,4031,4045,2064,0.24,8.52,5.71,M
4094,4095,4095,3960,2256,0.55,8.92,5.45,M
4095,4095,4095,3891,2466,0.47,9.26,5.41,M
4010,3965,3987,4095,2479,0.85,8.66,5.2,M
4061,4095,3999,4095,2710,0.68,9.11,5.19,M
3923,4095,4050,4004,2808,0.8,9.01,5.71,M
4095,4095,4065,4051,2870,0.85,8.61,5.39,M
3918,4024,4095,4088,3027,1.0,9.09,5.26,M
4095,4095,3932,4095,2895,0.46,8.88,5.94,M
4079,4095,4082,3978,2645,0.44,8.65,5.44,M
4022,4095,3967,4095,2840,0.64,9.45,5.22,M
4095,3934,4095,3921,3031,0.59,9.29,5.42,M
3905,4036,4085,4049,2956,0.44,9.4,5.32,M
4095,4095,3905,3941,3050,0.86,9.07,5.66,M
4095,4095,3985,3996,3307,0.65,8.99,5.61,M
3949,4095,3894,3985,3063,0.86,8.33,5.68,M
3998,3910,4095,3975,3182,0.45,8.77,5.59,M
4006,4095,3971,3915,3191,0.4,8.98,6.03,M
4095,3933,4095,4095,3307,0.44,8.85,5.52,M
3953,4095,4095,4095,2984,0.47,8.62,5.92,M
4095,4054,4043,4095,3236,0.42,9.06,5.31,M
4095,4081,3927,3917,3258,0.48,9.2,5.67,M
4095,4095,4008,4031,3490,0.29,9.13,5.27,M
4062,4095,3909,4095,3666,0.85,8.87,6.7,M
3900,4095,4095,3962,2702,2.06,6.01,9.01,N
4095,3985,4095,3376,2688,1.14,10.08,5.12,N
4095,4095,3904,3129,2318,1.36,9.66,3.74,N
4095,3917,4000,3210,2257,0.55,9.68,3.78,N
4095,4007,3905,3240,2465,1.19,9.57,3.99,N
3972,4095,3995,3239,2349,0.93,9.44,4.3,N
4095,4024,4095,3043,2585,0.5,9.8,4.4,N
3894,3931,3989,3028,2650,0.61,9.51,4.49,N
3959,4095,4095,2822,2585,0.68,9.17,4.09,N
4095,4094,4045,3277,2840,0.83,9.14,4.22,N
4095,4095,3905,3289,2862,0.72,9.31,4.0,N
4095,4095,4095,3191,2992,0.94,9.32,4.05,N
4087,4095,4075,3132,3081,0.84,9.62,4.33,N
3906,4008,3982,3338,3101,0.65,8.93,4.01,N
4095,4017,4020,3423,3135,0.7,9.0,4.27,N
4047,4042,4095,3276,3068,0.58,9.08,4.12,N
4095,3947,3899,3251,3128,0.77,9.51,4.43,N
4095,4095,4046,3525,2999,0.59,9.48,4.16,N
4090,4095,3986,3446,3035,0.74,9.78,4.24,N
4095,3997,4095,3306,3169,0.93,9.49,4.06,N
4095,3946,4069,3443,3190,0.99,9.17,4.37,N
4095,4004,4095,2993,2970,0.96,9.05,4.23,N
3920,3976,4059,3500,3365,0.8,9.32,4.41,N
3994,4090,4007,3421,3254,1.18,9.09,4.49,N
4095,3903,3043,4095,4095,1.53,-8.17,6.83,O
4095,3121,2921,3465,3582,1.07,-7.7,6.65,O
4094,3007,2825,3311,3621,1.23,-7.97,6.58,O
3973,2801,2860,3181,4095,1.18,-8.84,6.45,O
4095,2696,3060,3281,3974,1.35,-8.18,6.0,O
3962,2799,2846,3475,4095,1.24,-8.87,6.25,O
4095,2982,3200,3258,4095,1.23,-8.13,6.18,O
4095,2977,3165,3402,4095,1.26,-8.39,6.08,O
4058,2864,3160,3446,4095,1.21,-8.63,6.16,O
4095,2863,3221,3390,4009,1.34,-8.09,5.97,O
4095,2865,3286,3605,3999,1.42,-8.55,5.99,O
4095,2950,3377,3289,4012,1.18,-8.48,6.33,O
4089,2900,3470,3392,3912,1.23,-8.19,6.17,O
4095,2843,3527,3545,4069,1.22,-8.7,5.92,O
4095,2744,3191,3492,4095,1.23,-8.31,6.25,O
4029,2901,3340,3593,3997,1.39,-8.68,6.33,O
